,Brand,Model,Memory,Storage,Rating,Selling Price
960,Nokia,Nokia 5.4,6.0,64.0,3.9,14499
961,Nokia,Nokia 2.3,2.0,32.0,4.0,9999
962,Nokia,Nokia 215 4G,64.0,128.0,3.6,3220
963,Nokia,Nokia 9,6.0,128.0,3.8,56299
964,Nokia,Nokia 5.4,4.0,64.0,3.9,12999
965,Nokia,Nokia 5.4,4.0,64.0,3.9,12999
966,Nokia,Nokia 105 SS,4.0,4.0,4.2,1399
967,Nokia,Nokia 2.4,3.0,64.0,4.0,10399
968,Nokia,Nokia 2.4,3.0,64.0,4.0,10399
969,Nokia,Nokia C3,3.0,32.0,3.8,7499
970,Nokia,Nokia 150,4.0,4.0,4.2,2000
971,Nokia,Nokia 105 DS,4.0,4.0,4.2,1400
972,Nokia,Nokia 215,8.0,32.0,4.1,2200
973,Nokia,Nokia 130,4.0,8.0,4.2,1600
974,Nokia,Nokia 130,4.0,2.0,4.2,1600
975,Nokia,Nokia 108 Dual,4.0,4.0,4.2,1900
976,Nokia,Nokia 107 Dual,4.0,16.0,4.2,1900
977,Nokia,Nokia 105 DS,4.0,4.0,4.2,1660
978,Nokia,Nokia C3,2.0,16.0,3.7,7299
979,Nokia,Nokia G20,4.0,64.0,4.1,14490
980,Nokia,Nokia 150/150 DS,4.0,4.0,4.2,1500
981,Nokia,Nokia 225 4G,64.0,128.0,3.7,3899
982,Nokia,Nokia 3.2,3.0,32.0,4.1,10499
983,Nokia,Nokia C01 Plus,2.0,16.0,4.0,6499
984,Nokia,Nokia 3310 DS,16.0,32.0,3.8,3499
985,Nokia,Nokia 5.1 Plus,3.0,32.0,4.3,13199
986,Nokia,Nokia 130,4.0,8.0,4.2,1625
987,Nokia,Nokia Ta -1010/105,4.0,4.0,4.2,1000
988,Nokia,Nokia 105,4.0,4.0,4.3,1000
989,Nokia,Nokia 107 Dual,4.0,16.0,4.2,1860
990,Nokia,Nokia 3.2,2.0,16.0,3.8,9999
991,Nokia,Nokia 3.2,3.0,32.0,4.1,11999
992,Nokia,Nokia 6.1,3.0,32.0,4.2,14927
993,Nokia,Nokia 2.1,1.0,8.0,4.0,6500
994,Nokia,Nokia 5,3.0,16.0,4.1,12499
995,Nokia,Nokia 1,1.0,8.0,3.9,4800
996,Nokia,Nokia 2.1,1.0,8.0,4.0,7739
997,Nokia,Nokia 1,1.0,8.0,3.9,4672
998,Nokia,Nokia 6.1,4.0,64.0,4.0,18300
999,Nokia,Nokia 112,16.0,16.0,4.1,3100
1000,Nokia,Nokia 6,3.0,32.0,3.9,13999
1001,Nokia,Nokia 2,1.0,8.0,3.8,7007
1002,Nokia,Nokia 2.1,1.0,8.0,4.0,7712
1003,Nokia,Nokia 3.1,2.0,16.0,3.9,9999
1004,Nokia,Nokia 3.1,2.0,16.0,3.9,10000
1005,Nokia,Nokia 3,2.0,16.0,3.9,8588
1006,Nokia,Nokia C01 Plus,2.0,16.0,3.9,6499
1007,Nokia,Nokia 5.1,3.0,32.0,4.0,16300
1008,Nokia,Nokia C01 Plus,2.0,16.0,4.0,5999
1009,Nokia,Nokia 2.3,2.0,32.0,4.0,9999
1010,Nokia,Nokia 2.3,2.0,32.0,4.0,9999
1011,Nokia,Nokia 108 Dual,4.0,4.0,4.2,2149
1012,Nokia,Nokia 215 4G,64.0,128.0,3.7,3599
1013,Nokia,Nokia 150/150 DS,4.0,4.0,4.2,2540
1014,Nokia,Nokia 2.3,2.0,32.0,4.0,8449
1015,Nokia,Nokia 220,8.0,2.0,4.0,2999
1016,Nokia,Nokia 2.2,2.0,16.0,4.0,8599
1017,Nokia,Nokia 6.1,3.0,32.0,4.2,17979
1018,Nokia,Nokia 5,3.0,16.0,4.1,15299
1019,Nokia,Nokia Lumia 920,1.0,32.0,4.3,40699
1020,Nokia,Nokia 3.1 Plus,3.0,32.0,4.2,7088
1021,Nokia,Nokia 3.1 Plus,3.0,32.0,4.2,10440
1022,Nokia,Nokia Asha 503,512.0,32.0,3.8,7399
1023,Nokia,Nokia 110,16.0,10.0,3.6,1599
1024,Nokia,Nokia 225,8.0,32.0,4.0,3499
1025,Nokia,Nokia 2.2,3.0,32.0,4.0,9599
1026,Nokia,Nokia 6.1,3.0,32.0,4.2,17979
1027,Nokia,Nokia 106,4.0,4.0,4.2,1560
1028,Nokia,Nokia 2.2,3.0,32.0,4.0,9599
1029,Nokia,Nokia 8110,512.0,4.0,3.7,3400
1030,Nokia,Nokia C01 Plus,2.0,16.0,3.7,6499
1031,Nokia,Nokia 3.2,3.0,32.0,4.1,12399
1032,Nokia,Nokia 2,1.0,8.0,3.8,6295
1033,Nokia,Nokia 5.1 Plus,3.0,32.0,4.3,13199
1034,Nokia,Nokia 6.1,4.0,32.0,4.0,12999
1035,Nokia,Nokia 6.1,4.0,32.0,4.0,17000
1036,Nokia,Nokia 3,2.0,16.0,3.9,10899
1037,Nokia,Nokia 3,2.0,16.0,3.9,5290
1038,Nokia,Nokia 3.1 Plus,3.0,32.0,4.2,7399
1039,Nokia,Nokia 8 Sirocco,6.0,128.0,4.3,29990
1040,Nokia,Nokia 5,3.0,16.0,4.1,16199
1041,Nokia,Nokia RM-1172 /,16.0,256.0,4.0,4196
1042,Nokia,Nokia 6,3.0,32.0,3.9,7999
1043,Nokia,Nokia 6.1,4.0,32.0,4.0,9500
1044,Nokia,Nokia 5.3,6.0,64.0,3.7,12999
1045,Nokia,Nokia 5.3,6.0,64.0,3.7,12999
1046,Nokia,Nokia Lumia 625,512.0,8.0,4.1,17599
1047,Nokia,Nokia 3.1,3.0,32.0,4.0,6990
1048,Nokia,Nokia 3.1,3.0,32.0,4.0,7490
1049,Nokia,Nokia 6.1 Plus,6.0,64.0,4.1,11990
1050,Nokia,Nokia Asha 311,512.0,140.0,4.0,5999
1051,Nokia,Nokia 8.1,4.0,64.0,4.3,28831
1052,Nokia,Nokia 7.2,4.0,64.0,4.1,19999
1053,Nokia,Nokia 7.2,6.0,64.0,4.1,20999
1054,Nokia,Nokia C01 Plus,2.0,16.0,4.1,6499
1055,Nokia,Nokia 7.2,6.0,64.0,4.1,20999
1056,Nokia,Nokia 7.2,6.0,64.0,4.1,20999
1057,Nokia,Nokia 7.2,4.0,64.0,4.1,19999
1058,Nokia,Nokia 7.2,4.0,64.0,4.1,19999
1059,Nokia,Nokia 8110,512.0,4.0,3.7,3000
1060,Nokia,Nokia 5,3.0,16.0,4.1,7139
1061,Nokia,Nokia 5.1,3.0,32.0,4.0,7890
1062,Nokia,Nokia 5.3,4.0,64.0,3.5,10999
1063,Nokia,Nokia 7.1,4.0,64.0,4.1,11199
1064,Nokia,Nokia 5,2.0,16.0,4.0,6741
1065,Nokia,Nokia 5,2.0,16.0,4.0,6400
1066,Nokia,Nokia 5,2.0,16.0,4.0,6999
1067,Nokia,Nokia 3.2,2.0,16.0,3.8,10199
1068,Nokia,Nokia 8.1,6.0,128.0,4.3,22999
1069,Nokia,Nokia 8110 4G,512.0,4.0,3.7,6699
1070,Nokia,Nokia X2 Dual,1.0,4.0,4.2,9999
1071,Nokia,Nokia 6.1 Plus,4.0,64.0,4.3,18599
1072,Nokia,Nokia 2.2,2.0,16.0,4.0,8599
1073,Nokia,Nokia 5.3,4.0,64.0,3.5,11989
1074,Nokia,Nokia 5.1 Plus,3.0,32.0,4.3,13199
1075,Nokia,Nokia 5.1 Plus,4.0,64.0,4.1,9990
1076,Nokia,Nokia Lumia 510,512.0,4.0,4.0,10999
1077,Nokia,Nokia C01 Plus,2.0,16.0,4.0,6499
1078,Nokia,Nokia 7 Plus,4.0,64.0,4.3,15999
1079,Nokia,Nokia 6,4.0,64.0,3.9,19499
1080,Nokia,Nokia 6.1 Plus,6.0,64.0,4.1,11490
1081,Nokia,Nokia 5.3,6.0,64.0,3.7,12999
1082,Nokia,Nokia Asha 206,32.0,64.0,3.8,4300
1083,Nokia,Nokia 222,16.0,32.0,4.1,2860
1084,Nokia,Nokia 5.1 Plus,4.0,64.0,4.1,9975
1085,Nokia,Nokia 6.2,4.0,64.0,4.2,13790
1086,Nokia,Nokia 4.2,3.0,32.0,4.0,13699
1087,Nokia,Nokia 7.1,4.0,64.0,4.1,12998
1088,Nokia,Nokia 8,4.0,64.0,4.0,36999
1089,Nokia,Nokia 8,4.0,64.0,4.0,39000
1090,Nokia,Nokia 3,2.0,16.0,3.9,5499
1091,Nokia,Nokia 5.1,3.0,32.0,4.0,7899
1092,Nokia,Nokia 6.1 Plus,4.0,64.0,4.3,18599
1093,Nokia,Nokia Asha 502,64.0,32.0,3.6,3799
1094,Nokia,Nokia 5,2.0,16.0,4.0,6999
1095,Nokia,Nokia 5.1 Plus,6.0,64.0,3.7,14999
1096,Nokia,Nokia 6.1,4.0,64.0,4.0,12499
1097,Nokia,Nokia 8,4.0,64.0,4.0,36999
1098,Nokia,Nokia 8,4.0,64.0,4.0,36999
1099,Nokia,Nokia C01 Plus,2.0,16.0,4.0,6499
1100,Nokia,Nokia 3.1 Plus,3.0,32.0,4.2,8299
1101,Nokia,Nokia 6.2,4.0,64.0,4.2,12849
1102,Nokia,Nokia Asha 206,32.0,64.0,3.8,2790
1103,Nokia,Nokia 5.3,4.0,64.0,3.5,10999
1104,Nokia,Nokia Asha 502,64.0,32.0,3.7,3499
1105,Nokia,Nokia 8.1,6.0,128.0,4.3,21999
1106,Nokia,Nokia XPlus,768.0,4.0,3.8,7990
1107,Nokia,Nokia 8,4.0,64.0,4.0,29490
1108,Nokia,Nokia 6310,8.0,16.0,4.0,4189
1109,Nokia,Nokia 6310,8.0,16.0,4.0,4189
1110,Nokia,Nokia 6310,8.0,16.0,4.0,4189
1111,Nokia,Nokia 6310,8.0,16.0,4.0,4189
1112,Nokia,Nokia 6,3.0,32.0,3.9,13990
1113,Nokia,Nokia 5.1 Plus,6.0,64.0,3.7,9900
1114,Nokia,Nokia 515,512.0,256.0,3.0,8999
1115,Nokia,Nokia 7 Plus,4.0,64.0,4.3,12000
1116,Apple,Apple iPhone SE,2.0,64.0,4.5,32999
1117,Apple,Apple iPhone SE,2.0,64.0,4.5,32999
1118,Apple,Apple iPhone SE,2.0,64.0,4.5,32999
1119,Apple,Apple iPhone XR,3.0,64.0,4.6,42999
1120,Apple,Apple iPhone 12,4.0,128.0,4.5,61999
1121,Apple,Apple iPhone XR,3.0,128.0,4.6,47999
1122,Apple,Apple iPhone 12,4.0,128.0,4.5,61999
1123,Apple,Apple iPhone 13,6.0,256.0,4.5,129900
1124,Apple,Apple iPhone XR,3.0,128.0,4.6,47999
1125,Apple,Apple iPhone SE,2.0,128.0,4.5,44900
1126,Apple,Apple iPhone SE,2.0,128.0,4.5,44900
1127,Apple,Apple iPhone 11,4.0,64.0,4.6,49900
1128,Apple,Apple iPhone 12,4.0,128.0,4.6,68999
1129,Apple,Apple iPhone SE,2.0,128.0,4.5,44900
1130,Apple,Apple iPhone 12,4.0,256.0,4.6,78999
1131,Apple,Apple iPhone 12,4.0,128.0,4.6,68999
1132,Apple,Apple iPhone 12,4.0,64.0,4.6,63999
1133,Apple,Apple iPhone 12,4.0,64.0,4.5,56999
1134,Apple,Apple iPhone 12,4.0,128.0,4.5,61999
1135,Apple,Apple iPhone 12,4.0,256.0,4.6,78999
1136,Apple,Apple iPhone XR,3.0,128.0,4.6,47999
1137,Apple,Apple iPhone 12,4.0,128.0,4.6,68999
1138,Apple,Apple iPhone 12,4.0,128.0,4.5,61999
1139,Apple,Apple iPhone 12,4.0,64.0,4.5,56999
1140,Apple,Apple iPhone 12,4.0,64.0,4.5,56999
1141,Apple,Apple iPhone 13,4.0,256.0,4.5,89900
1142,Apple,Apple iPhone XR,3.0,128.0,4.6,47999
1143,Apple,Apple iPhone 11,4.0,128.0,4.6,54900
1144,Apple,Apple iPhone 12,4.0,128.0,4.5,61999
1145,Apple,Apple iPhone 12,4.0,64.0,4.5,56999
1146,Apple,Apple iPhone 11,4.0,128.0,4.6,54900
1147,Apple,Apple iPhone SE,2.0,256.0,4.5,54900
1148,Apple,Apple iPhone 12,4.0,64.0,4.5,56999
1149,Apple,Apple iPhone XR,3.0,128.0,4.6,47999
1150,Apple,Apple iPhone 13,4.0,256.0,4.6,79900
1151,Apple,Apple iPhone 11,4.0,64.0,4.6,49900
1152,Apple,Apple iPhone 11,4.0,64.0,4.6,49900
1153,Apple,Apple iPhone 12,4.0,128.0,4.6,68999
1154,Apple,Apple iPhone 11,4.0,64.0,4.6,49900
1155,Apple,Apple iPhone 12,4.0,64.0,4.6,63999
1156,Apple,Apple iPhone 12,4.0,128.0,4.6,68999
1157,Apple,Apple iPhone 12,4.0,256.0,4.5,71999
1158,Apple,Apple iPhone XR,3.0,64.0,4.6,42999
1159,Apple,Apple iPhone XR,3.0,64.0,4.6,42999
1160,Apple,Apple iPhone 13,4.0,256.0,4.6,89900
1161,Apple,Apple iPhone 12,128.0,512.0,4.6,149900
1162,Apple,Apple iPhone XR,3.0,128.0,4.6,47999
1163,Apple,Apple iPhone XR,3.0,64.0,4.6,42999
1164,Apple,Apple iPhone 12,4.0,256.0,4.6,78999
1165,Apple,Apple iPhone 12,4.0,64.0,4.6,63999
1166,Apple,Apple iPhone 12,4.0,256.0,4.5,71999
1167,Apple,Apple iPhone 11,4.0,128.0,4.6,54900
1168,Apple,Apple iPhone 12,4.0,64.0,4.5,56999
1169,Apple,Apple iPhone 13,4.0,128.0,4.5,69900
1170,Apple,Apple iPhone 12,4.0,64.0,4.6,63999
1171,Apple,Apple iPhone SE,2.0,256.0,4.5,54900
1172,Apple,Apple iPhone 12,4.0,128.0,4.5,61999
1173,Apple,Apple iPhone 12,4.0,256.0,4.6,78999
1174,Apple,Apple iPhone XR,3.0,128.0,4.6,47999
1175,Apple,Apple iPhone 12,6.0,256.0,4.6,119900
1176,Apple,Apple iPhone 12,4.0,256.0,4.5,71999
1177,Apple,Apple iPhone 12,4.0,64.0,4.6,63999
1178,Apple,Apple iPhone 12,4.0,256.0,4.5,71999
1179,Apple,Apple iPhone 11,4.0,64.0,4.7,117100
1180,Apple,Apple iPhone 13,4.0,512.0,4.6,109900
1181,Apple,Apple iPhone XR,3.0,64.0,4.6,42999
1182,Apple,Apple iPhone 12,6.0,128.0,4.6,109900
1183,Apple,Apple iPhone 12,6.0,512.0,4.6,139900
1184,Apple,Apple iPhone 12,4.0,256.0,4.5,71999
1185,Apple,Apple iPhone 13,4.0,256.0,4.5,79900
1186,Apple,Apple iPhone XR,3.0,64.0,4.6,42999
1187,Apple,Apple iPhone 13,4.0,128.0,4.5,79900
1188,Apple,Apple iPhone 11,4.0,64.0,4.7,117100
1189,Apple,Apple iPhone 12,4.0,256.0,4.5,71999
1190,Apple,Apple iPhone SE,2.0,256.0,4.5,54900
1191,Apple,Apple iPhone 12,6.0,128.0,4.6,109900
1192,Apple,Apple iPhone 12,6.0,128.0,4.6,109900
1193,Apple,Apple iPhone 13,4.0,512.0,4.6,109900
1194,Apple,Apple iPhone 13,4.0,512.0,4.6,109900
1195,Apple,Apple iPhone 8,3.0,256.0,4.6,59900
1196,Apple,Apple iPhone 12,6.0,256.0,4.6,119900
1197,Apple,Apple iPhone 12,6.0,512.0,4.6,139900
1198,Apple,Apple iPhone 11,4.0,128.0,4.6,54900
1199,Apple,Apple iPhone 11,4.0,64.0,4.7,117100
1200,Apple,Apple iPhone 13,4.0,512.0,4.6,109900
1201,Apple,Apple iPhone 11,4.0,512.0,4.6,140300
1202,Apple,Apple iPhone 12,4.0,512.0,4.6,149900
1203,Apple,Apple iPhone 12,4.0,512.0,4.6,149900
1204,Apple,Apple iPhone 13,4.0,128.0,4.6,69900
1205,Apple,Apple iPhone 11,4.0,64.0,4.6,49900
1206,Apple,Apple iPhone 8,3.0,64.0,4.6,49900
1207,Apple,Apple iPhone 13,4.0,256.0,4.6,79900
1208,Apple,Apple iPhone 13,4.0,256.0,4.5,79900
1209,Apple,Apple iPhone 13,4.0,128.0,4.5,69900
1210,Apple,Apple iPhone 12,4.0,512.0,4.6,149900
1211,Apple,Apple iPhone XS,4.0,512.0,4.7,134900
1212,Apple,Apple iPhone 8,2.0,64.0,4.5,38999
1213,Apple,Apple iPhone 8,3.0,64.0,4.6,49900
1214,Apple,Apple iPhone 12,4.0,256.0,4.6,129900
1215,Apple,Apple iPhone 8,3.0,256.0,4.6,84900
1216,Apple,Apple iPhone 12,4.0,256.0,4.6,78999
1217,Apple,Apple iPhone 12,6.0,256.0,4.6,119900
1218,Apple,Apple iPhone 13,6.0,256.0,4.6,139900
1219,Apple,Apple iPhone 13,6.0,128.0,4.6,129900
1220,Apple,Apple iPhone 8,3.0,256.0,4.6,84900
1221,Apple,Apple iPhone 13,4.0,256.0,4.6,79900
1222,Apple,Apple iPhone SE,2.0,256.0,4.5,54900
1223,Apple,Apple iPhone 12,6.0,256.0,4.6,129900
1224,Apple,Apple iPhone 8,3.0,64.0,4.6,49900
1225,Apple,Apple iPhone XS,4.0,512.0,4.7,134900
1226,Apple,Apple iPhone 8,2.0,256.0,4.5,77000
1227,Apple,Apple iPhone 13,6.0,256.0,4.5,139900
1228,Apple,Apple iPhone 12,6.0,256.0,4.6,119900
1229,Apple,Apple iPhone 13,6.0,1.0,4.6,179900
1230,Apple,Apple iPhone 12,6.0,128.0,4.6,119900
1231,Apple,Apple iPhone 12,6.0,512.0,4.6,139900
1232,Apple,Apple iPhone 12,6.0,128.0,4.6,119900
1233,Apple,Apple iPhone 12,6.0,128.0,4.6,109900
1234,Apple,Apple iPhone 13,6.0,128.0,4.6,129900
1235,Apple,Apple iPhone 12,6.0,128.0,4.6,119900
1236,Apple,Apple iPhone 11,4.0,512.0,4.6,140300
1237,Apple,Apple iPhone 13,6.0,512.0,4.6,129900
1238,Apple,Apple iPhone 11,4.0,256.0,4.7,131900
1239,Apple,Apple iPhone 6s,2.0,64.0,4.4,49999
1240,Apple,Apple iPhone XR,3.0,64.0,4.6,42999
1241,Apple,Apple iPhone 11,4.0,512.0,4.6,140300
1242,Apple,Apple iPhone 13,6.0,256.0,4.6,139900
1243,Apple,Apple iPhone 8,2.0,64.0,4.7,38999
1244,Apple,Apple iPhone 11,4.0,256.0,4.6,79999
1245,Apple,Apple iPhone 11,4.0,64.0,4.6,54900
1246,Apple,Apple iPhone 6,1.0,16.0,4.5,39999
1247,Apple,Apple iPhone XS,4.0,512.0,4.6,144900
1248,Apple,Apple iPhone 7,3.0,256.0,5.0,85400
1249,Apple,Apple iPhone 6s,2.0,32.0,4.5,25299
1250,Apple,Apple iPhone 11,4.0,256.0,4.6,79999
1251,Apple,Apple iPhone 13,6.0,256.0,4.6,179900
1252,Apple,Apple iPhone 11,4.0,256.0,4.6,79999
1253,Apple,Apple iPhone 11,4.0,512.0,4.6,140300
1254,Apple,Apple iPhone 7,2.0,32.0,4.5,24999
1255,Apple,Apple iPhone XS,4.0,256.0,4.7,76999
1256,Apple,Apple iPhone XS,4.0,64.0,4.7,62999
1257,Apple,Apple iPhone 11,4.0,256.0,4.6,79999
1258,Apple,Apple iPhone 7,2.0,32.0,4.5,24999
1259,Apple,Apple iPhone 6s,2.0,32.0,4.4,34900
1260,Apple,Apple iPhone 7,3.0,32.0,4.5,36999
1261,Apple,Apple iPhone 8,3.0,256.0,4.6,84900
1262,Apple,Apple iPhone 11,4.0,256.0,4.6,121300
1263,Apple,Apple iPhone 7,2.0,256.0,4.7,74400
1264,Apple,Apple iPhone 7,2.0,128.0,4.5,34900
1265,Apple,Apple iPhone 6,1.0,64.0,4.4,62500
1266,Apple,Apple iPhone 13,6.0,512.0,4.4,99900
1267,Apple,Apple iPhone 6s,2.0,32.0,4.5,25299
1268,Apple,Apple iPhone 7,2.0,32.0,4.5,24999
1269,Apple,Apple iPhone XS,4.0,256.0,4.7,76999
1270,Apple,Apple iPhone 7,3.0,128.0,4.5,42900
1271,Apple,Apple iPhone 7,3.0,32.0,4.5,36999
1272,Apple,Apple iPhone 11,4.0,256.0,4.6,121300
1273,Apple,Apple iPhone 6s,2.0,32.0,4.5,31999
1274,Apple,Apple iPhone 7,2.0,32.0,4.5,24999
1275,Apple,Apple iPhone 11,4.0,256.0,4.7,131900
1276,Apple,Apple iPhone SE,2.0,64.0,4.5,32999
1277,Apple,Apple iPhone XR,3.0,128.0,4.6,47999
1278,Apple,Apple iPhone 11,4.0,64.0,4.6,49900
1279,Apple,Apple iPhone 13,6.0,256.0,4.6,129900
1280,Apple,Apple iPhone 11,4.0,64.0,4.6,49900
1281,Apple,Apple iPhone 13,6.0,512.0,4.6,149900
1282,Apple,Apple iPhone SE,2.0,128.0,4.5,44900
1283,Apple,Apple iPhone 11,4.0,128.0,4.6,54900
1284,Apple,Apple iPhone 11,4.0,256.0,4.6,64900
1285,Apple,Apple iPhone SE,2.0,256.0,4.5,54900
1286,Apple,Apple iPhone 12,4.0,64.0,4.6,63999
1287,Apple,Apple iPhone XR,3.0,64.0,4.6,42999
1288,Apple,Apple iPhone XR,3.0,64.0,4.6,42999
1289,Apple,Apple iPhone SE,2.0,64.0,4.5,32999
1290,Apple,Apple iPhone 13,6.0,128.0,4.6,119900
1291,Apple,Apple iPhone 11,4.0,64.0,4.6,49900
1292,Apple,Apple iPhone SE,2.0,128.0,4.5,44900
1293,Apple,Apple iPhone 12,4.0,256.0,4.6,129900
1294,Apple,Apple iPhone 12,4.0,128.0,4.6,119900
1295,Apple,Apple iPhone 11,4.0,256.0,4.6,64900
1296,Apple,Apple iPhone 11,4.0,256.0,4.6,64900
1297,Apple,Apple iPhone 11,4.0,256.0,4.6,64900
1298,Apple,Apple iPhone 13,6.0,128.0,4.6,119900
1299,Apple,Apple iPhone SE,2.0,128.0,4.5,44900
1300,Apple,Apple iPhone 11,4.0,256.0,4.6,64900
1301,Apple,Apple iPhone 12,4.0,128.0,4.6,68999
1302,Apple,Apple iPhone 11,4.0,128.0,4.6,54900
1303,Apple,Apple iPhone XR,3.0,64.0,4.6,42999
1304,Apple,Apple iPhone 13,6.0,128.0,4.6,129900
1305,Apple,Apple iPhone 11,4.0,256.0,4.6,64900
1306,Apple,Apple iPhone XR,3.0,64.0,4.6,42999
1307,Apple,Apple iPhone 11,4.0,128.0,4.6,54900
1308,Apple,Apple iPhone 11,4.0,256.0,4.6,64900
1309,Apple,Apple iPhone 11,4.0,256.0,4.7,131900
1310,Apple,Apple iPhone 13,6.0,512.0,4.6,159900
1311,Apple,Apple iPhone 13,4.0,512.0,4.6,109900
1312,Apple,Apple iPhone 8,2.0,256.0,4.7,81500
1313,Apple,Apple iPhone XR,3.0,256.0,4.6,91900
1314,Apple,Apple iPhone 11,4.0,256.0,4.6,64900
1315,Apple,Apple iPhone XR,3.0,256.0,4.6,91900
1316,Apple,Apple iPhone 11,4.0,128.0,4.6,54900
1317,Apple,Apple iPhone 11,4.0,256.0,4.6,64900
1318,Apple,Apple iPhone 11,4.0,256.0,4.7,131900
1319,Apple,Apple iPhone XS,4.0,64.0,4.6,73999
1320,Apple,Apple iPhone XR,3.0,256.0,4.6,91900
1321,Apple,Apple iPhone XR,3.0,256.0,4.6,91900
1322,Apple,Apple iPhone 11,4.0,128.0,4.6,54900
1323,Apple,Apple iPhone SE,2.0,256.0,4.5,54900
1324,Apple,Apple iPhone 12,4.0,256.0,4.6,78999
1325,Apple,Apple iPhone 11,4.0,64.0,4.6,49900
1326,Apple,Apple iPhone 6,1.0,64.0,4.4,44999
1327,Apple,Apple iPhone 11,4.0,64.0,4.7,117100
1328,Apple,Apple iPhone 13,6.0,512.0,4.7,99900
1329,Apple,Apple iPhone 11,4.0,256.0,4.6,64900
1330,Apple,Apple iPhone 11,4.0,256.0,4.6,64900
1331,Apple,Apple iPhone 6,1.0,128.0,4.5,48999
1332,Apple,Apple iPhone 11,4.0,512.0,4.6,140300
1333,Apple,Apple iPhone 13,6.0,128.0,4.7,129900
1334,Apple,Apple iPhone 11,4.0,256.0,4.7,131900
1335,Apple,Apple iPhone 6s,2.0,16.0,4.4,49999
1336,Apple,Apple iPhone XR,3.0,64.0,4.6,42999
1337,Apple,Apple iPhone 11,4.0,512.0,4.6,140300
1338,Apple,Apple iPhone 13,6.0,256.0,4.7,139900
1339,Apple,Apple iPhone 8,2.0,64.0,4.7,38999
1340,Apple,Apple iPhone 11,4.0,64.0,4.6,79999
1341,Apple,Apple iPhone 11,4.0,128.0,4.6,54900
1342,Apple,Apple iPhone 6,1.0,16.0,4.5,39999
1343,Apple,Apple iPhone XS,4.0,512.0,4.6,144900
1344,Apple,Apple iPhone 7,3.0,256.0,5.0,85400
1345,Apple,Apple iPhone 6s,2.0,32.0,4.5,25299
1346,Apple,Apple iPhone 11,4.0,64.0,4.6,79999
1347,Apple,Apple iPhone 13,6.0,1.0,4.6,179900
1348,Apple,Apple iPhone 11,4.0,64.0,4.6,79999
1349,Apple,Apple iPhone 11,4.0,512.0,4.6,140300
1350,Apple,Apple iPhone 7,2.0,32.0,4.5,24999
1351,Apple,Apple iPhone XS,4.0,256.0,4.7,76999
1352,Apple,Apple iPhone XS,4.0,64.0,4.7,62999
1353,Apple,Apple iPhone 11,4.0,64.0,4.6,79999
1354,Apple,Apple iPhone 7,2.0,32.0,4.5,24999
1355,Apple,Apple iPhone 6s,2.0,32.0,4.4,34900
1356,Apple,Apple iPhone 7,3.0,32.0,4.5,36999
1357,Apple,Apple iPhone 8,3.0,256.0,4.6,84900
1358,Apple,Apple iPhone 11,4.0,256.0,4.6,121300
1359,Apple,Apple iPhone 7,2.0,256.0,4.7,74400
1360,Apple,Apple iPhone 7,2.0,128.0,4.5,34900
1361,Apple,Apple iPhone 6,1.0,64.0,4.4,62500
1362,Apple,Apple iPhone 13,6.0,512.0,4.4,99900
1363,Apple,Apple iPhone 6s,2.0,32.0,4.5,25299
1364,Apple,Apple iPhone 7,2.0,32.0,4.5,24999
1365,Apple,Apple iPhone XS,4.0,256.0,4.7,76999
1366,Apple,Apple iPhone 7,3.0,128.0,4.5,42900
1367,Apple,Apple iPhone 7,3.0,32.0,4.5,36999
1368,Apple,Apple iPhone 11,4.0,256.0,4.6,121300
1369,Apple,Apple iPhone 6s,2.0,16.0,4.5,31999
1370,Apple,Apple iPhone 7,2.0,32.0,4.5,24999
1371,Apple,Apple iPhone 11,4.0,256.0,4.7,131900
1372,Apple,Apple iPhone 6s,2.0,32.0,4.5,25299
1373,Apple,Apple iPhone 6s,2.0,32.0,4.5,25299
1374,Apple,Apple iPhone XR,3.0,256.0,4.6,91900
1375,Apple,Apple iPhone 6,1.0,16.0,4.4,36990
1376,Apple,Apple iPhone 6,1.0,128.0,4.4,49999
1377,Apple,Apple iPhone XR,3.0,256.0,4.6,91900
1378,Apple,Apple iPhone XR,3.0,128.0,4.6,47999
1379,Apple,Apple iPhone 7,2.0,32.0,4.5,24999
1380,Apple,Apple iPhone 11,4.0,512.0,4.7,150800
1381,Apple,Apple iPhone 6s,2.0,128.0,4.4,70000
1382,Apple,Apple iPhone 7,3.0,256.0,4.5,85400
1383,Apple,Apple iPhone 7,2.0,128.0,4.5,34900
1384,Apple,Apple iPhone 6s,2.0,64.0,4.5,49999
1385,Apple,Apple iPhone 7,3.0,256.0,4.5,85400
1386,Apple,Apple iPhone 11,4.0,128.0,4.6,54900
1387,Apple,Apple iPhone 6s,2.0,128.0,4.5,55999
1388,Apple,Apple iPhone 11,4.0,512.0,4.7,150800
1389,Apple,Apple iPhone 13,6.0,1.0,4.4,169900
1390,Apple,Apple iPhone 6,1.0,16.0,4.4,36499
1391,Apple,Apple iPhone 6s,2.0,16.0,4.4,49999
1392,Apple,Apple iPhone 8,3.0,64.0,4.6,49900
1393,Apple,Apple iPhone 13,6.0,1.0,4.6,169900
1394,Apple,Apple iPhone 13,6.0,512.0,4.6,149900
1395,Apple,Apple iPhone 6s,2.0,16.0,4.5,41999
